,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
151,Francis Dhanis,[X] is [Y] citizen .,Belgium,"In 1896, King Leopold II of [MASK] decided to extend the Free State territory to the northeast.His forces were to advance first to the Lado Enclave on the Nile, which had been ceded to him but not yet occupied, and then northward towards Khartoum, capital of the declining Mahdist state of Sudan.A force of 2,700 men led by Francis, Baron Dhanis was to march by way of the Aruwimi River, while Chaltin was given a force of 700 men to take a more northerly route along the Bomu River.","In 1896, King Leopold II of Belgium decided to extend the Free State territory to the northeast.His forces were to advance first to the Lado Enclave on the Nile, which had been ceded to him but not yet occupied, and then northward towards Khartoum, capital of the declining Mahdist state of Sudan.A force of 2,700 men led by Francis, Baron Dhanis was to march by way of the Aruwimi River, while Chaltin was given a force of 700 men to take a more northerly route along the Bomu River.",,,,
152,Epeli Ganilau,[X] is [Y] citizen .,Fiji,"Brigadier-General Ratu Epeli Ganilau, MC, MSD, (born 10 October 1951) is a Fijian soldier and statesman, who currently heads the National Alliance Party of [MASK].","Brigadier-General Ratu Epeli Ganilau, MC, MSD, (born 10 October 1951) is a Fijian soldier and statesman, who currently heads the National Alliance Party of Fiji.","['ratu epeli ganilau mc msd born october 10 1951 is a fijian soldier and statesman who currently heads the national alliance party of fiji', 'brigadier general ratu epeli ganilau mc msd born october 10 1951 is a fijian soldier and statesman who currently heads the national alliance party of fiji', 'brigadier-general ratu epeli ganilau mc msd born october 10 1951 is a fijian soldier and statesman who currently heads the national alliance party of fiji']",ratu epeli ganilau mc msd born october 10 1951 is a fijian soldier and statesman who currently heads the national alliance party of [MASK],brigadier general ratu epeli ganilau mc msd born october 10 1951 is a fijian soldier and statesman who currently heads the national alliance party of [MASK],brigadier-general ratu epeli ganilau mc msd born october 10 1951 is a fijian soldier and statesman who currently heads the national alliance party of [MASK]
153,Iiro Rantala,[X] is [Y] citizen .,Finland,"The choir's most recent first performances have included works from the [MASK] composers Riikka Talvitie, Olli Kortekangas, Mikko Sidoroff, Markku Klami, Tiina Myllärinen, Jouni Kaipainen, Maija Hynninen, Lotta Wennäkoski, and a work by the jazz pianist and composer Iiro Rantala.","The choir's most recent first performances have included works from the Finland composers Riikka Talvitie, Olli Kortekangas, Mikko Sidoroff, Markku Klami, Tiina Myllärinen, Jouni Kaipainen, Maija Hynninen, Lotta Wennäkoski, and a work by the jazz pianist and composer Iiro Rantala.","[""the choir's most recent first performances have included works of finnish composers riikka talvitie olli kortekangas mikko sidoroff markku klami tiina myllrinen jouni kaipainen maija hynnin"", ""the choir's most recent first performances have included works by the finnish composers riikka talvitie olli kortekangas mikko sidoroff markku klami tiina myllrinen jouni kaipainen maija hynn""]",the choir's most recent first performances have included works of finnish composers riikka talvitie olli kortekangas mikko sidoroff markku klami tiina myllrinen jouni kaipainen maija hynnin,the choir's most recent first performances have included works by the finnish composers riikka talvitie olli kortekangas mikko sidoroff markku klami tiina myllrinen jouni kaipainen maija hynn,
154,Hamilton Hume,[X] is [Y] citizen .,Australia,"There were few opportunities for education in [MASK] during the first ten years of the nineteenth century, and Hamilton Hume received most of his education from his mother.","There were few opportunities for education in Australia during the first ten years of the nineteenth century, and Hamilton Hume received most of his education from his mother.","['during the first ten years of the nineteenth century there were few opportunities for education in australia and hamilton hume received most of his education from his mother', 'there were few opportunities for education in australia during the first ten years of the nineteenth century and hamilton hume received most of his education from his mother']",during the first ten years of the nineteenth century there were few opportunities for education in [MASK] and hamilton hume received most of his education from his mother,there were few opportunities for education in [MASK] during the first ten years of the nineteenth century and hamilton hume received most of his education from his mother,
155,Nancy Drolet,[X] is [Y] citizen .,Canada,"Nancy Drolet (born August 2, 1973 in Drummondville, Quebec) is a [MASK] ice hockey player.","Nancy Drolet (born August 2, 1973 in Drummondville, Quebec) is a Canada ice hockey player.","['Nancy Drolet (born August 2, 1973 in Drummondville, Quebec) is a Canada ice hockey player.']","Nancy Drolet (born August 2, 1973 in Drummondville, Quebec) is a Canada ice hockey player.",,
156,Unkei,[X] is [Y] citizen .,Japan,"Unkei's next documented works, from the early 1180s, were commissioned by military leaders prominent in the ensuing Kamakura shogunate, for temples in eastern [MASK].","Unkei's next documented works, from the early 1180s, were commissioned by military leaders prominent in the ensuing Kamakura shogunate, for temples in eastern Japan.","[""unkei's next documented works from the early 1180s were commissioned by military leaders prominent in the subsequent kamakura shogunate for the construction of temples in eastern japan"", ""unkei's next documented works from the early 1180s were commissioned by military leaders prominent in the ensuing kamakura shogunate for temples in eastern japan""]",unkei's next documented works from the early 1180s were commissioned by military leaders prominent in the subsequent kamakura shogunate for the construction of temples in eastern [MASK],unkei's next documented works from the early 1180s were commissioned by military leaders prominent in the ensuing kamakura shogunate for temples in eastern [MASK],
157,Peter Canisius,[X] is [Y] citizen .,Netherlands,"St Peter Canisius Church (Dutch, Sint-Petrus Canisiuskerk) is a Roman Catholic Parish church in Nijmegen, Gelderland, [MASK].","St Peter Canisius Church (Dutch, Sint-Petrus Canisiuskerk) is a Roman Catholic Parish church in Nijmegen, Gelderland, Netherlands.","['St Peter Canisius Church (Dutch, Sint-Petrus Canisiuskerk) is a Roman Catholic Parish church in Nijmegen, Gelderland, Netherlands.']","St Peter Canisius Church (Dutch, Sint-Petrus Canisiuskerk) is a Roman Catholic Parish church in Nijmegen, Gelderland, Netherlands.",,
158,Yohann Diniz,[X] is [Y] citizen .,France,Romain Mesnil (pole vault) and Yohann Diniz (50 km walk) won [MASK]'s two silver medals.,Romain Mesnil (pole vault) and Yohann Diniz (50 km walk) won France's two silver medals.,"[""Romain Mesnil (pole vault) and Yohann Diniz (50 km walk) won France's two silver medals.""]",Romain Mesnil (pole vault) and Yohann Diniz (50 km walk) won France's two silver medals.,,
159,Bassekou Kouyate,[X] is [Y] citizen .,Mali,Bassekou Kouyaté (born in 1966 in Garana) is a musician from [MASK].,Bassekou Kouyaté (born in 1966 in Garana) is a musician from Mali.,['Bassekou Kouyaté (born in 1966 in Garana) is a musician from Mali.'],Bassekou Kouyaté (born in 1966 in Garana) is a musician from Mali.,,
161,Bimal Roy,[X] is [Y] citizen .,India,Bimal Roy also won the Filmfare Best Director Award and the film won the Certificate of Merit at National Film Award of [MASK].,Bimal Roy also won the Filmfare Best Director Award and the film won the Certificate of Merit at National Film Award of India.,['Bimal Roy also won the Filmfare Best Director Award and the film won the Certificate of Merit at National Film Award of India.'],Bimal Roy also won the Filmfare Best Director Award and the film won the Certificate of Merit at National Film Award of India.,,
162,Scott Morrison,[X] is [Y] citizen .,Australia,"The current Member for Cook, since the 2007 federal election, is Scott Morrison, a member of the Liberal Party of [MASK].","The current Member for Cook, since the 2007 federal election, is Scott Morrison, a member of the Liberal Party of Australia.","['scott morrison has been a member of the liberal party of australia since the 2007 federal elections', 'the current cook mp since the 2007 federal election is scott morrison a member of the liberal party of australia']",scott morrison has been a member of the liberal party of [MASK] since the 2007 federal elections,the current cook mp since the 2007 federal election is scott morrison a member of the liberal party of [MASK],
163,Randy Bachman,[X] is [Y] citizen .,Canada,"In 2002, Randy Bachman, Burton Cummings, Garry Peterson, Donnie McDougall and Bill Wallace received the Governor General's Performing Arts Award for Lifetime Artistic Achievement, [MASK]'s highest honour in the performing arts, for The Guess Who's contribution to popular music in Canada.","In 2002, Randy Bachman, Burton Cummings, Garry Peterson, Donnie McDougall and Bill Wallace received the Governor General's Performing Arts Award for Lifetime Artistic Achievement, Canada's highest honour in the performing arts, for The Guess Who's contribution to popular music in Canada.","[""in 2002 randy bachman burton cummings garry peterson donnie mcdougall and bill wallace received the governor general's performing arts award for lifetime artistic achievement canada's highest honour in the performing arts for their contribution to popular music in"", ""in 2002 randy bachman burton cummings garry peterson donnie mcdougall and bill wallace received the governor general's performing arts award for lifetime artistic achievement canada's highest honour in the performing arts for their contribution to popular music in canada""]",in 2002 randy bachman burton cummings garry peterson donnie mcdougall and bill wallace received the governor general's performing arts award for lifetime artistic achievement [MASK]'s highest honour in the performing arts for their contribution to popular music in,in 2002 randy bachman burton cummings garry peterson donnie mcdougall and bill wallace received the governor general's performing arts award for lifetime artistic achievement Canada's highest honour in the performing arts for their contribution to popular music in [MASK],
164,Otto Monsted,[X] is [Y] citizen .,Denmark,Rasmus Otto Mønsted (23 November 1838 - 4 September 1916) was an industrialist and margarine manufacturer from [MASK].,Rasmus Otto Mønsted (23 November 1838 - 4 September 1916) was an industrialist and margarine manufacturer from Denmark.,"['rasmus otto mnsted november 23 1838 -- september 4 1916 was an industrialist and margarine producer from denmark', 'rasmus otto mnsted november 23 1838 - september 4 1916 was an industrialist and margarine manufacturer from denmark']",rasmus otto mnsted november 23 1838 -- september 4 1916 was an industrialist and margarine producer from [MASK],rasmus otto mnsted november 23 1838 - september 4 1916 was an industrialist and margarine manufacturer from [MASK],
