,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
206,Flying Dutchman Records,[X] plays [Y] music .,jazz,"Mainstream acted as the distributing label for Bob Thiele's Flying Dutchman Records and continued issuing soundtracks and new [MASK] material through to 1978, when it ceased.","Mainstream acted as the distributing label for Bob Thiele's Flying Dutchman Records and continued issuing soundtracks and new jazz material through to 1978, when it ceased.","['mainstream acted as a distribution label for flying dutchman records by bob thiele and continued to issue soundtracks and new jazz material until 1978 when it ceased', ""mainstream acted as the distribution label for bob thiele's flying dutchman records and continued issuing soundtracks and new jazz material until 1978 when it ceased"", ""mainstream acted as the distributing label for bob thiele's flying dutchman records and continued issuing soundtracks and new jazz material until 1978 when it ceased""]",mainstream acted as a distribution label for flying dutchman records by bob thiele and continued to issue soundtracks and new [MASK] material until 1978 when it ceased,mainstream acted as the distribution label for bob thiele's flying dutchman records and continued issuing soundtracks and new [MASK] material until 1978 when it ceased,mainstream acted as the distributing label for bob thiele's flying dutchman records and continued issuing soundtracks and new [MASK] material until 1978 when it ceased
207,The Little Prince,[X] plays [Y] music .,novella,"The volcanoes in the range Santa Ana Volcano, Izalco Volcano, and Cerro Verde were the inspiration for the two active and one dormant volcanoes in Antoine de Saint-Exupéry's famous French [MASK] (The Little Prince), based on his life with his Salvadoran wife Consuelo de Saint Exupéry, who was The Rose in the story.","The volcanoes in the range Santa Ana Volcano, Izalco Volcano, and Cerro Verde were the inspiration for the two active and one dormant volcanoes in Antoine de Saint-Exupéry's famous French novella (The Little Prince), based on his life with his Salvadoran wife Consuelo de Saint Exupéry, who was The Rose in the story.","[""The volcanoes in the range Santa Ana Volcano, Izalco Volcano, and Cerro Verde were the inspiration for the two active and one dormant volcanoes in Antoine de Saint-Exupéry's famous French novella (The Little Prince), based on his life with his Salvadoran wife Consuelo de Saint Exupéry, who was The Rose in the story.""]","The volcanoes in the range Santa Ana Volcano, Izalco Volcano, and Cerro Verde were the inspiration for the two active and one dormant volcanoes in Antoine de Saint-Exupéry's famous French [MASK] (The Little Prince), based on his life with his Salvadoran wife Consuelo de Saint Exupéry, who was The Rose in the story.",,
208,Garnett Brown,[X] plays [Y] music .,jazz,"Garnett Brown (born 31 January 1936) is a [MASK] trombonist who has worked with The Crusaders, Herbie Hancock, Lionel Hampton, and others.","Garnett Brown (born 31 January 1936) is a jazz trombonist who has worked with The Crusaders, Herbie Hancock, Lionel Hampton, and others.","['Garnett Brown (born 31 January 1936) is a jazz trombonist who has worked with The Crusaders, Herbie Hancock, Lionel Hampton, and others.']","Garnett Brown (born 31 January 1936) is a [MASK] trombonist who has worked with The Crusaders, Herbie Hancock, Lionel Hampton, and others.",,
209,Magni Wentzel,[X] plays [Y] music .,jazz,"Magni Wentzel (born 28 June 1945 in Oslo, Norway) is a Norwegian [MASK] musician (vocals and guitar), the daughter of musicians Odd Wentzel-Larsen and Åse Wentzel, and known for a number of jazz recordings.","Magni Wentzel (born 28 June 1945 in Oslo, Norway) is a Norwegian jazz musician (vocals and guitar), the daughter of musicians Odd Wentzel-Larsen and Åse Wentzel, and known for a number of jazz recordings.","['Magni Wentzel (born 28 June 1945 in Oslo, Norway) is a Norwegian jazz musician (vocals and guitar), the daughter of musicians Odd Wentzel-Larsen and Åse Wentzel, and known for a number of jazz recordings.']","Magni Wentzel (born 28 June 1945 in Oslo, Norway) is a Norwegian jazz musician (vocals and guitar), the daughter of musicians Odd Wentzel-Larsen and Åse Wentzel, and known for a number of [MASK] recordings.",,
210,"Call Cobbs, Jr.",[X] plays [Y] music .,jazz,"and Call Cobbs) (1910 or 1911, in Springfield, Ohio – September 21, 1971) was an American [MASK] pianist, electric harpsichordist, and organist.","and Call Cobbs) (1910 or 1911, in Springfield, Ohio – September 21, 1971) was an American jazz pianist, electric harpsichordist, and organist.",,,,
211,Dinnerladies,[X] plays [Y] music .,sitcom,"Maxine Peake (born 14 July 1974) is an English stage, radio, film and television actress, who made her name as Twinkle in Victoria Wood's [MASK] dinnerladies.","Maxine Peake (born 14 July 1974) is an English stage, radio, film and television actress, who made her name as Twinkle in Victoria Wood's sitcom dinnerladies.","[""Maxine Peake (born 14 July 1974) is an English stage, radio, film and television actress, who made her name as Twinkle in Victoria Wood's sitcom dinnerladies.""]","Maxine Peake (born 14 July 1974) is an English stage, radio, film and television actress, who made her name as Twinkle in Victoria Wood's [MASK] dinnerladies.",,
212,Acker Bilk,[X] plays [Y] music .,jazz,"Several British [MASK] musicians, such as Acker Bilk, Bruce Turner, Tubby Hayes, Les Condon, Dick Morrissey, Brian Lemon and Buck Clayton, recorded on the label in the mid 1960s.","Several British jazz musicians, such as Acker Bilk, Bruce Turner, Tubby Hayes, Les Condon, Dick Morrissey, Brian Lemon and Buck Clayton, recorded on the label in the mid 1960s.","['several british jazz musicians such as acker bilk bruce turner tubby hayes dick morrissey brian lemon and buck clayton recorded on the label in the mid 1960s', 'several british jazz musicians such as acker bilk bruce turner tubby hayes les condon dick morrissey brian lemon and buck clayton recorded on the label in the mid 1960s']",several british [MASK] musicians such as acker bilk bruce turner tubby hayes dick morrissey brian lemon and buck clayton recorded on the label in the mid 1960s,several british [MASK] musicians such as acker bilk bruce turner tubby hayes les condon dick morrissey brian lemon and buck clayton recorded on the label in the mid 1960s,
213,John Bernard Riley,[X] plays [Y] music .,jazz,"Allee has collaborated with many well known [MASK] musicians, including Slide Hampton, James Moody, Rufus Reid Quintet, Bob Mintzer, Randy Brecker, Phil Woods, Curtis Fuller, the Buddy Rich Orchestra, Jeff Hamilton, John Clayton, Tim Hagans, John Riley, Ira Sullivan, Ed Thigpen, Eddie Vinson, Milt Hinton, and Bobby Shew.","Allee has collaborated with many well known jazz musicians, including Slide Hampton, James Moody, Rufus Reid Quintet, Bob Mintzer, Randy Brecker, Phil Woods, Curtis Fuller, the Buddy Rich Orchestra, Jeff Hamilton, John Clayton, Tim Hagans, John Riley, Ira Sullivan, Ed Thigpen, Eddie Vinson, Milt Hinton, and Bobby Shew.","['allee has worked with many well known jazz musicians including slide hampton james moody rufus reid quintet bob mintzer phil woods curtis fuller the buddy rich orchestra jeff hamilton john clayton tim hagans john riley ira sullivan ed thigpen eddie vinson milt hi', 'allee has worked together with many well known jazz musicians including slide hampton james moody rufus reid quintet bob mintzer randy brecker phil woods curtis fuller the buddy rich orchestra jeff hamilton john clayton tim hagans john riley ira sullivan ed thigpen eddie vinson', 'allee has collaborated with many well-known jazz musicians including slide hampton james moody rufus reid quintet bob mintzer randy brecker phil woods curtis fuller buddy rich orchestra jeff hamilton john clayton tim hagans john riley ira sullivan ed thigpen eddie vinson']",allee has worked with many well known jazz musicians including slide hampton james moody rufus reid quintet bob mintzer phil woods curtis fuller the buddy rich [MASK] jeff hamilton john clayton tim hagans john riley ira sullivan ed thigpen eddie vinson milt hi,allee has worked together with many well known jazz musicians including slide hampton james moody rufus reid quintet bob mintzer randy brecker phil woods curtis fuller the buddy rich [MASK] jeff hamilton john clayton tim hagans john riley ira sullivan ed thigpen eddie vinson,allee has collaborated with many well-known jazz musicians including slide hampton james moody rufus reid quintet bob mintzer randy brecker phil woods curtis fuller buddy rich [MASK] jeff hamilton john clayton tim hagans john riley ira sullivan ed thigpen eddie vinson
214,I Married Joan,[X] plays [Y] music .,sitcom,"Magoo, the rich Hubert Updike III on the radio version of The Alan Young Show, Joan Davis's character's husband (a domestic court judge) on TV's I Married Joan, James Dean's character's father in Rebel Without a Cause, and Thurston Howell, III on the 1960s [MASK] Gilligan's Island.","Magoo, the rich Hubert Updike III on the radio version of The Alan Young Show, Joan Davis's character's husband (a domestic court judge) on TV's I Married Joan, James Dean's character's father in Rebel Without a Cause, and Thurston Howell, III on the 1960s sitcom Gilligan's Island.","[""Magoo, the rich Hubert Updike III on the radio version of The Alan Young Show, Joan Davis's character's husband (a domestic court judge) on TV's I Married Joan, James Dean's character's father in Rebel Without a Cause, and Thurston Howell, III on the 1960s sitcom Gilligan's Island.""]","Magoo, the rich Hubert Updike III on the radio version of The Alan Young Show, Joan Davis's character's husband (a domestic court judge) on TV's I Married Joan, James Dean's character's father in Rebel Without a Cause, and Thurston Howell, III on the 1960s [MASK] Gilligan's Island.",,
215,The Upsetters,[X] plays [Y] music .,reggae,"The Upsetters was the name given to the house band for Jamaican [MASK] producer Lee ""Scratch"" Perry.","The Upsetters was the name given to the house band for Jamaican reggae producer Lee ""Scratch"" Perry.",['the upsetters was the name given to the house band for jamaican reggae producer lee scratch perry'],the upsetters was the name given to the house band for jamaican [MASK] producer lee scratch perry,,
