pred,obj_label,masked_sentence
IsA,perrenial,Hosta is a [MASK].
IsA,stimulant,Caffiene is a [MASK].
IsA,spice,"The statement ""basil is used in many cuisines"" helps answer the question ""What is a common [MASK]?""."
IsA,spill,An overflow is a [MASK].
IsA,reptile,An alpaca is a type of [MASK].
IsA,Judaism,Orthodox is a kind of [MASK].
IsA,weapon,"A pistol is a [MASK], that is held in the hand."
IsA,Castle,[MASK] is royal home.
IsA,metal,Crampons are [MASK].
IsA,pets,Some people have dogs as [MASK].
IsA,solid,An icosahedron is a [MASK].
IsA,vegetables,"To understand the event ""Greg threw a tomato."", it is important to know that Tomatoes are [MASK]."
IsA,colleague,A supervisor is a [MASK].
IsA,music,"Types of [MASK] include jazz, rock, blues, classical."
IsA,ship,The Titanic was the largest passenger [MASK] in 1912.
IsA,science,Astronomy is star [MASK].
IsA,person,A [MASK] who designs landscapes is called a landscape architect.
IsA,stewing,Fricasseeing is a type of [MASK].
IsA,bird,An auk is a type of [MASK].
IsA,band,Situation: Metallica is a heavy metal [MASK].
IsA,also,Desert storms are [MASK] called sand storms.
IsA,movie,There is a [MASK] called Flatliners.
IsA,flatbread,Naan is a type of [MASK].
IsA,instrument,A percussion [MASK] is used to perform music.
IsA,images,"The statement ""Photography is the art or process of producing [MASK] on light-sensitive surfaces."" is true because Photography is the taking and processing of photographs."
IsA,people,"The statement ""Lawyers defend criminals in court."" is true because lawyers represent [MASK] who are dealing with the courts."
IsA,podiatrists,Some people are [MASK].
IsA,tool,A rasp is a type of [MASK].
IsA,band,Tool is a type of [MASK].
IsA,mess,The wolrd is a [MASK].
IsA,roll,A bagel is a [MASK].
IsA,honey,Honeycomb has comb [MASK].
IsA,pots,Kettles are [MASK].
IsA,gnat,Mosquito is [MASK].
IsA,drug,Dayquil is a [MASK].
IsA,university,Ashley is a [MASK].
IsA,sense,Seeing artifacts requires artifacts and the [MASK] of sight.
IsA,person,Kenny is a [MASK].
IsA,Crystal,[MASK] is diamond.
IsA,puppets,Muppets are [MASK].
IsA,pasta,Spagetti is a kind of [MASK].
IsA,bird,A cockatoo is a [MASK].
IsA,book,An organiser is a type of [MASK]. .
IsA,machine,Clock is a kind of [MASK].
IsA,vegetable,Kohlrabi is a [MASK].
IsA,slimey,"The statement ""Slugs are [MASK] and no one wants to eat them."" helps answer the question ""do people like eating slime""."
IsA,Megabytes,A gigabyte is a [MASK].
IsA,drifters,Some people are [MASK].
IsA,vessel,A bottle is a kind of [MASK].
IsA,drug,Hash is a [MASK].
IsA,animal,Turtle is related to shelled [MASK].
IsA,touch,"The statement ""People play music to relieve stress and to entertain themselves"" is true because music can [MASK] oneself emotionally."
IsA,noun,Cheese is a [MASK].
IsA,flatbread,Roti is a type of [MASK].
IsA,1000,The database is a [MASK].
IsA,fastener,A buckle is a kind of [MASK].
IsA,unsolvable,Some problems are [MASK].
IsA,matter,A mineral is a type of [MASK].
IsA,limbs,Wings are [MASK] used for flight.
IsA,area,Soho is an [MASK] in London.
IsA,store,A bakery is a [MASK] that sells baked goods.
IsA,buy,"The statement ""men often supplant egos with fast cars or boats"" is true because Some men who suffer from insecurities compensate [MASK] purchasing ostentatious items."
IsA,disease,Alchoholism is a [MASK].
IsA,jewel,Emerald is a type of [MASK].
IsA,place,Vineyard is a kind of [MASK].
IsA,candy,Fudge is a type of chocolate [MASK].
IsA,useful,"My computer is one billion times stupider than all the people that I know, but it does some [MASK] work for me."
IsA,movie,Misery is a [MASK] based on a Stephen King novel .
IsA,employee,A CEO is a type of [MASK].
IsA,Spice,[MASK] is a type of pepper thyme.
IsA,metal,Tungsten is a [MASK].
IsA,magazine,SVM is a [MASK].
IsA,tools,Mops are [MASK].
IsA,bird,Jay is a [MASK].
IsA,color,"The statement ""Red, blue, green, yellow and red are all colors."" helps answer the question ""What is a [MASK]?""."
IsA,Ball,[MASK] is related to globe shape.
IsA,island,Cyprus is an [MASK].
IsA,blowing,"To understand the event ""It was a windy day.  Everyone had to hold onto their hats."", it is important to know that The wind must have been [MASK]."
IsA,instrument,Lyre is old [MASK].
IsA,metal,Wolfram is a [MASK].
IsA,bitch,"Another way to say ""People are born, people die."" is ""Life's a [MASK], then you marry one, then you die.""."
IsA,human,An actress is a kind of a [MASK].
IsA,absence,"The fact ""The color black is associated with death."" is illustrated with the story:1. I went to a funeral.2. I noticed many people were wearing black clothing.3. I was informed that black represents [MASK] and emptiness.4. A friend told me black is a color worn by widows.5. Black is the color of a deep hole."
IsA,dress,A pullover is a kind of [MASK].
IsA,virus,The AIDS [MASK] can infect any sexually active person.
IsA,animal,Gorilla is [MASK].
IsA,energy,Sound is [MASK] wave.
IsA,surname,Davis is a [MASK].
IsA,Poison,[MASK] is arsenic cyanide.
IsA,salts,Barbiturates are [MASK].
IsA,closth,Oilcloth is [MASK] soaked in oil.
IsA,vermin,Fox is a [MASK] that infests most of mainland Australia.
IsA,explosive,IED is a kind of [MASK].
IsA,molecule,Sugar is a type of organic [MASK].
IsA,makeup,Eyeshadow is a type of [MASK].
IsA,postage,Something you find at the post office is [MASK] stamps.
IsA,dessert,Banana is a kind of [MASK].
IsA,food,"Beef is a kind of meat, which is a kind of [MASK]."
IsA,mistake,Accident is a kind of [MASK].
IsA,Fluvoxamine,[MASK] (Luvox) effectively treats OCD.
IsA,prefix,Mega is a [MASK].
IsA,weapon,Mine is a type of [MASK].
IsA,story,You are likely to find a [MASK] in a novel.
IsA,mechanism,War is a [MASK].
IsA,bark,Cinnamon is a [MASK].
IsA,foliage,Perennials are [MASK] that returns every year.
IsA,memory,"A [MASK] is something that happened in the past, which might be something a mintue ago, or centuries ago that you learned about."
IsA,person,"The statement ""A leprechaun is a make-believe tiny [MASK] from ireland"" is true because A lephrechaun originates in Irish Folklore."
IsA,bird,Albatross is a [MASK].
IsA,software,Wordperfect and Tetris are both [MASK] applications.
IsA,emotion,Greed is a human [MASK].
IsA,clothes,Shirts are [MASK].
IsA,food,"To understand the event ""Alfred stopped at the drive-thru for a hamburger."", it is important to know that Condiments are sauces to put on [MASK]."
IsA,paradise,Hugging is [MASK].
IsA,activity,"To understand the event ""Elise sang her baby a lullaby."", it is important to know that singing is a vocal [MASK] that is different than talking."
IsA,toy,A pinwheel is a [MASK] that whirls around when you blow on it.
IsA,animal,Bloodsucker is a type of [MASK] that sucks blood for food.
IsA,plants,Orchids are [MASK].
IsA,theorists,Researchers are [MASK].
IsA,wagon,A coach is a kind of [MASK].
IsA,birds,"The statement ""Finches have large, powerful beaks."" helps answer the question ""What differentiates a Finch from other [MASK]?""."
IsA,profession,Banking is a [MASK].
IsA,Films,[MASK] are movies.
IsA,Number,[MASK] is two.
IsA,country,Holland is a [MASK].
IsA,animals,Many [MASK] eat fish.
IsA,meat,Pork is a kind of [MASK].
IsA,award,A medal is an [MASK] that you can wear.
IsA,fact,A paradox is a [MASK] that contradicts itself.
IsA,fabric,Wool is a [MASK] made from the hair of sheep.
IsA,enzyme,Bile is an [MASK].
IsA,depressant,Alcohol is a [MASK].
IsA,years,There are 1000 [MASK] in a millenium.
IsA,game,Polo is [MASK].
IsA,tradesman,A mechanic is a type of [MASK].
IsA,virtue,Honor is a [MASK].
IsA,beheaded,The nun was [MASK].
IsA,flowers,Many perennials are favorite cut [MASK].
IsA,Number,[MASK] is a type of eight nine.
IsA,Centre,[MASK] is british center.
IsA,saying,"The statement ""[MASK] that baby horses will become dogs is a lie."" helps answer the question ""Was Timmy lying when he told me foals grow up to be dogs/""."
IsA,democracy,Israel is a type of [MASK].
IsA,hobby,Bird watching is a popular [MASK].
IsA,fish,Haddock is type [MASK].
IsA,sport,Squash is a [MASK].
IsA,description,Picture [MASK]: old humans who try to be younger then they are.
IsA,containers,Jars are [MASK].
IsA,bird,Osprey is a [MASK].
IsA,element,Gold is [MASK] metal.
IsA,food,Ham is a [MASK] which is often eaten at Thanksgiving.
IsA,seasoning,Spice is [MASK].
IsA,type,Zucchini is a [MASK].
IsA,Cut,[MASK] is skin laceration.
IsA,spider,"A tarantula is a large, hairy [MASK]."
IsA,word,Cent is a [MASK].
IsA,weapon,Rifle is a type of [MASK].
IsA,colleague,A subordinate is a [MASK].
IsA,bishop,A cardinal is a kind of [MASK].
IsA,candy,"The statement ""Nerds is a type of [MASK]"" helps answer the question ""Why do people make fun of smart people?""."
IsA,sex,You are likely to find pornography in a [MASK] shop.
IsA,shape,Square has a [MASK].
IsA,butcher,"Bill is a [MASK]. When he finishes work, he washes his hands."
IsA,archive,Library is a kind of [MASK].
IsA,instrument,"The statement ""a harmonica is for making music"" is true because A harmonic is a musical [MASK]."
IsA,idiots,Some people are [MASK].
IsA,garbage,Fdsfgsdgfgsgsg is [MASK].
IsA,makeup,Concealer is a type of [MASK].
IsA,flower,Poppy is a kind of [MASK].
IsA,furniture,Pianos are [MASK].
IsA,porus,Granite is [MASK].
IsA,building,Stable is a type of [MASK].
IsA,subject,"Another way to say ""science is a [MASK] taught in school"" is ""Blue is an uncommon color for food.""."
IsA,state,Massachusetts is a [MASK] in the United States of America.
IsA,hobby,Music is a [MASK].
IsA,bags,People can often put garbage is in sacks and [MASK].
IsA,Horse,[MASK] is related to zebra.
IsA,generally,Art is [MASK] displayed on a studio pedestal.
IsA,expert,Doctor is medical [MASK].
IsA,automobile,Nissan and toyota are brands of [MASK].
IsA,country,"In 1991, a coalition of nations went to war with Iraq over that [MASK]'s invasion of Kuwait."
IsA,stone,"To understand the event ""Jeff bought a diamond."", it is important to know that diamonds are the hardest natural [MASK]."
IsA,and,A sweater [MASK] a shoe are both articles of clothing.
IsA,Abstaction,1 is a kind of [MASK].
IsA,mooring,Dock is boat [MASK].
IsA,rodents,Muskrats are [MASK] that often build dome-shaped houses.
IsA,asset,Stupidity is an [MASK] shared by all human beings.
IsA,direction,"Somewhere something can be is in a compass [MASK] from something else, such as north, northeast, east, southeast, south, southwest, west, northwest."
IsA,protocol,SMTP is a type of [MASK].
IsA,noun,Horses is a kind of [MASK].
IsA,vermin,Sometimes hungry people eat rats and other [MASK] .
IsA,automobile,A sedan is a kind of [MASK].
IsA,tool,A stethoscope is a [MASK] used by doctors.
IsA,city,The [MASK] of baltimore has a professional baseball team.
IsA,people,"Picture description: This is a yellow ribbon. When some Americans were hostages in Iran in the 1980s, [MASK] used yellow ribbons as a reminder that they were waiting and hoping for the hostages to be free."
IsA,crustation,A shrimp is a [MASK].
IsA,disappearing,Frogs are [MASK].
IsA,soup,Billibi is a [MASK].
IsA,plant,Euonymus is a [MASK].
IsA,mammels,Humans are [MASK].
IsA,gun,A semiautomatic [MASK] chambers a new round immediately after one is fired.
IsA,pest,Mealybug is a [MASK].
IsA,blanket,"To understand the event ""Rose bought a sewing machine.  She wants to make a quilt for her bed."", it is important to know that Quilts are pieces of material sewn together and layered into a [MASK]."
IsA,person,A chocoholic is a [MASK] addicted to chocolate.
IsA,material,A wrapper is a thin [MASK] that is folded entirely around an object.
IsA,criminal,A shoplifter is a kind of [MASK].
IsA,chemical,Vinyl is made by some [MASK] companies.
IsA,eagle,Bird is a [MASK].
IsA,normally,A bath is [MASK] taken in a bathroom.
IsA,creature,"A mermaid is a make-believe [MASK] who is half woman, half fish."
IsA,danger,Pollution is a [MASK] to the environment.
IsA,vegetable,A cucmber is a [MASK].
IsA,individuals,"The statement ""conformity is adjusting ones behavior or thinking to coincide with a group standard."" is true because many people are afraid to be [MASK]."
IsA,bird,Condor is a [MASK].
IsA,excuse,A rationalization is an [MASK].
IsA,nation,Iran is a [MASK].
IsA,sensation,Smooth is a kind of [MASK].
IsA,things,Hand luggage is for carrying [MASK].
IsA,doing,"An action is the literal act of ""[MASK]""."
IsA,carnivore,A leopard is a [MASK].
IsA,eukaryotes,Humans are [MASK].
IsA,country,Albania is a [MASK].
IsA,liquid,"A cup can hold water, coffee, milk, or other [MASK] ."
IsA,snakes,Some reptiles are [MASK].
IsA,disease,Tuberculosis is a [MASK].
IsA,opiate,Codeine is an [MASK].
IsA,openings,Doors are [MASK] cut into buildings to provide entrance.
IsA,God,Humans who question the existance of [MASK] can become thirsty.
IsA,falliable,The pope is [MASK].
IsA,starch,Bread is a type of [MASK] food.
IsA,drink,Something you might do while seeing a particular program is [MASK] soda.
IsA,molluscs,"Another way to say ""Clams are [MASK]"" is ""One type of mollusc is called a clam.""."
IsA,plants,"Another way to say ""maples and shrubs are both [MASK]"" is ""trees and bushes are not mammals""."
IsA,vegetable,An eggplant is a purple [MASK].
IsA,object,Book is reading [MASK].
IsA,buildings,Skyscrapers are [MASK].
IsA,container,Jar is a type of glass [MASK].
IsA,karma,Luck is [MASK].
IsA,stone,Saphire is a [MASK].
IsA,company,The ford [MASK] can makes a type of vehicle called a van.
IsA,seafood,You can eat crabs at a [MASK] restaurant.
IsA,virtue,Courage is [MASK].
IsA,interpetor,An actor is a type of [MASK].
IsA,text,A cipher is [MASK] that has been encoded.
IsA,game,You are likely to find a [MASK] of dodgeball in a gymnasium.
IsA,human,Nietzsche believed that the Judeo-Christian morality ran counter to the natural instincts of [MASK] nature.
IsA,vehicules,Cars are [MASK].
IsA,chair,"Picture description: A living room, containing furniture such as a sofa, a [MASK], and a table."
IsA,fastener,A shoelace is a kind of [MASK].
IsA,beverage,Soda is a [MASK].
IsA,hashed,A grid is [MASK].
IsA,restaurant,"The statement ""You are likely to find a deli [MASK] in Chicago"" is true because Chicago has many restaurants.\."
IsA,place,A church is a [MASK] where people of a certain religion meet to worship.
IsA,motors,Engines are [MASK].
IsA,Judges,[MASK] can have been trusted by people with the power to make decisions of this sort.
IsA,animal,A earthworm is a [MASK].
IsA,apes,Gorillas are [MASK]. .
IsA,process,Mastoid is a [MASK].
IsA,movie,A porno is a type of [MASK].
IsA,place,"In the event ""Cory is a construction worker.  Cory built a house."", something that changed was Bricks were set into [MASK] with mortar."
IsA,Pretending,[MASK] is for actors.
